"date","close","volume","open","high","low"
"2019/02/05","47.6700","78191.0000","47.7100","48.0000","47.2000"
"2019/02/04","47.5000","129411.0000","47.8800","48.1300","46.6700"
"2019/02/01","47.7900","196654.0000","46.9800","48.0400","46.5810"
"2019/01/31","47.0000","271401.0000","44.9000","47.0000","44.8000"
"2019/01/30","44.6000","194481.0000","43.5000","44.7200","43.2600"
"2019/01/29","42.9700","118479.0000","45.0300","45.3800","42.7600"
"2019/01/28","45.0000","120812.0000","44.2100","45.4665","43.2150"
"2019/01/25","44.8100","495594.0000","44.6200","45.2078","43.5500"
"2019/01/24","44.1200","306443.0000","43.2200","44.6800","42.9127"
"2019/01/23","42.9000","335545.0000","47.4300","47.4300","42.7600"
"2019/01/22","47.1800","313944.0000","48.8600","48.8600","46.7300"
"2019/01/18","48.8300","185143.0000","46.0800","48.9700","46.0600"
"2019/01/17","45.6800","406803.0000","44.5200","45.9500","44.2501"
"2019/01/16","44.9800","644352.0000","44.7800","45.1900","44.0200"
"2019/01/15","44.6000","366889.0000","44.0000","45.2200","43.8800"
"2019/01/14","43.7100","236700.0000","44.4600","44.9600","43.6600"
"2019/01/11","44.5900","235408.0000","44.5500","45.1000","44.5500"
"2019/01/10","44.8200","310438.0000","44.5800","45.0500","44.2100"
"2019/01/09","44.3200","189076.0000","45.4600","46.2200","44.1200"
"2019/01/08","44.8600","131279.0000","46.8100","47.0100","44.6000"
"2019/01/07","46.4800","216289.0000","45.4000","47.1400","45.4000"
"2019/01/04","45.2000","280711.0000","43.0800","45.8900","42.7600"
"2019/01/03","42.2600","47294.0000","42.6100","43.1100","41.7300"
"2019/01/02","43.3600","100697.0000","42.4000","43.6300","41.2100"
"2018/12/31","43.3200","149826.0000","43.7500","44.4100","42.2200"
"2018/12/28","43.6400","98001.0000","42.9700","44.2600","42.7100"
"2018/12/27","42.8500","133610.0000","42.5100","43.5300","42.0800"
"2018/12/26","43.1200","127642.0000","41.3700","43.1400","41.2400"
"2018/12/24","41.2100","42715.0000","41.0000","41.8366","40.5200"
"2018/12/21","41.1700","192303.0000","41.6400","42.1900","40.7000"
"2018/12/20","41.6700","128129.0000","41.1400","42.0000","40.8400"
"2018/12/19","41.1500","275166.0000","43.4100","44.2000","40.9200"
"2018/12/18","44.2300","190246.0000","42.4000","44.4900","42.4000"
"2018/12/17","42.2500","136697.0000","42.2900","43.6000","42.0600"
"2018/12/14","42.7100","155676.0000","43.7400","44.0200","42.2700"
"2018/12/13","44.4300","174810.0000","44.9100","45.0900","44.3400"
"2018/12/12","44.5400","413804.0000","44.8900","45.1900","44.3200"
"2018/12/11","44.1500","370753.0000","46.6800","46.7900","43.5500"
"2018/12/10","46.3700","443420.0000","46.1000","48.0600","45.7900"
"2018/12/07","46.4600","369728.0000","49.0400","49.6534","46.3600"
"2018/12/06","49.4500","444937.0000","49.2900","49.6700","47.9650"
"2018/12/04","50.5500","651298.0000","50.0000","51.2300","49.6800"
"2018/12/03","50.4900","338620.0000","50.9900","50.9900","49.2900"
"2018/11/30","48.6800","315921.0000","47.8800","49.2400","47.8300"
"2018/11/29","47.8800","152624.0000","47.0300","47.9400","46.7900"
"2018/11/28","47.4100","158556.0000","45.3400","47.5000","45.0000"
"2018/11/27","45.0000","149370.0000","45.5700","46.0000","44.4600"
"2018/11/26","45.9200","393255.0000","45.8500","47.5000","45.8400"
"2018/11/23","44.9800","165343.0000","43.7700","45.5800","42.5200"
"2018/11/21","44.3500","713101.0000","45.4800","46.7000","43.7250"
"2018/11/20","44.7700","617591.0000","41.4200","46.9700","40.8600"
"2018/11/19","40.8000","121690.0000","41.9800","41.9800","40.4600"
"2018/11/16","41.9000","101741.0000","42.3100","42.4150","41.1700"
"2018/11/15","42.7200","207086.0000","42.5300","43.3000","42.1050"
"2018/11/14","42.6200","141262.0000","42.4200","43.2700","42.2500"
"2018/11/13","42.0400","246050.0000","42.7200","43.3800","41.8600"
"2018/11/12","42.4300","387343.0000","43.4000","43.4000","42.4100"
"2018/11/09","43.3800","591611.0000","43.1700","44.3700","42.7800"
"2018/11/08","44.0100","346461.0000","43.6600","44.4700","43.2500"
"2018/11/07","43.8900","223373.0000","43.6900","44.1000","42.9650"
"2018/11/06","43.1000","289979.0000","41.4000","43.2600","41.2950"
"2018/11/05","41.0200","253741.0000","40.9500","41.4800","40.7800"
"2018/11/02","41.0500","487831.0000","41.0000","41.2000","39.1600"
"2018/11/01","40.8000","795674.0000","38.0000","41.0400","37.1800"
"2018/10/31","37.7100","334615.0000","37.7900","39.5900","37.4500"
"2018/10/30","37.2000","109305.0000","37.0000","37.3800","36.4500"
"2018/10/29","37.0600","275275.0000","37.8200","38.1900","36.9400"
"2018/10/26","37.4400","266700.0000","35.4300","38.0900","35.0011"
"2018/10/25","36.0800","219358.0000","34.9800","37.0050","34.9300"
"2018/10/24","34.7100","285186.0000","36.2700","36.6400","34.6090"
"2018/10/23","36.6400","335301.0000","36.6100","37.0600","35.6300"
"2018/10/22","37.8000","218934.0000","37.1300","38.3000","36.8800"
"2018/10/19","35.8600","175274.0000","35.3200","36.3400","35.0000"
"2018/10/18","34.7900","324888.0000","35.7000","35.9950","34.2000"
"2018/10/17","35.8800","213440.0000","36.8600","37.0000","35.8000"
"2018/10/16","37.1900","112540.0000","36.6300","37.5100","36.6300"
"2018/10/15","36.2900","213391.0000","36.4000","36.7000","35.9600"
"2018/10/12","36.8200","294770.0000","35.9600","37.4100","35.9600"
"2018/10/11","35.1400","644956.0000","34.6300","36.2200","34.3701"
"2018/10/10","34.9000","452201.0000","36.4600","36.9400","34.8600"
"2018/10/09","36.7200","456470.0000","36.3700","38.0700","35.9700"
"2018/10/08","36.8300","209718.0000","35.5500","37.1100","35.4900"
"2018/10/05","36.5300","594401.0000","38.1600","38.1600","35.5700"
"2018/10/04","38.0400","685646.0000","41.2200","41.2200","37.9500"
"2018/10/03","41.3700","255380.0000","40.8800","41.9600","40.7400"
"2018/10/02","40.6400","244097.0000","41.5900","41.7600","40.2600"
"2018/10/01","41.8600","332256.0000","42.5500","43.7000","41.7400"
"2018/09/28","42.1400","241051.0000","41.7500","43.2000","41.6000"
"2018/09/27","41.7700","138123.0000","40.9800","42.1800","40.8100"
"2018/09/26","40.9500","311245.0000","41.6000","41.9900","40.6900"
"2018/09/25","41.3000","175489.0000","41.2900","41.7800","40.4100"
"2018/09/24","40.9100","245559.0000","41.6100","42.2200","40.7000"
"2018/09/21","42.2800","376968.0000","41.0000","43.2100","40.6500"
"2018/09/20","40.4000","242727.0000","40.5400","41.5000","40.0900"
"2018/09/19","40.4400","260441.0000","39.5700","40.8200","39.5000"
"2018/09/18","39.3500","158869.0000","39.2100","40.2800","39.0700"
"2018/09/17","39.0200","204733.0000","39.0900","39.9400","38.8800"
"2018/09/14","39.4700","393745.0000","39.4400","41.1300","39.2000"
"2018/09/13","39.5600","406980.0000","38.9100","39.8400","38.2100"
"2018/09/12","38.1400","887968.0000","39.4200","39.5200","37.7000"
"2018/09/11","38.5500","682853.0000","39.7500","39.8600","38.4600"
"2018/09/10","40.1900","513706.0000","43.7600","43.9200","39.9450"
"2018/09/07","43.6900","147891.0000","43.7400","43.9800","42.9050"
"2018/09/06","43.8300","263017.0000","44.1700","44.8000","42.8400"
"2018/09/05","44.2300","423541.0000","45.9500","45.9500","42.4250"
"2018/09/04","46.5800","506922.0000","46.7000","47.0700","44.7900"
"2018/08/31","47.0400","596151.0000","43.3800","47.0500","43.0100"
"2018/08/30","43.7900","497686.0000","48.8700","49.1000","43.4600"
"2018/08/29","49.2700","320004.0000","47.0400","49.5200","46.6000"
"2018/08/28","49.6900","277819.0000","48.7800","49.8600","48.6800"
"2018/08/27","48.7200","329344.0000","46.7400","49.0900","46.7400"
"2018/08/24","46.5700","219172.0000","46.6500","47.4700","45.8500"
"2018/08/23","46.5800","182150.0000","46.8500","47.2800","46.4200"
"2018/08/22","46.8900","186178.0000","46.8600","47.4800","46.3150"
"2018/08/21","46.8700","424007.0000","44.8600","48.1100","44.8600"
"2018/08/20","45.2700","498116.0000","43.9200","46.3100","43.5400"
"2018/08/17","43.3600","312203.0000","41.8700","43.7200","41.6050"
"2018/08/16","41.8500","351881.0000","40.0900","42.7100","40.0900"
"2018/08/15","40.7100","646138.0000","40.2900","41.3700","38.6600"
"2018/08/14","41.0100","306589.0000","42.4800","42.8250","40.5300"
"2018/08/13","42.3600","357356.0000","42.9300","44.0000","41.5200"
"2018/08/10","43.0500","286029.0000","43.4000","44.1100","42.9400"
"2018/08/09","43.8200","266104.0000","44.4700","44.9550","43.8000"
"2018/08/08","44.3800","716547.0000","46.3000","46.3000","43.3900"
"2018/08/07","46.0400","375506.0000","46.5000","47.8800","45.8900"
"2018/08/06","46.2000","591151.0000","50.9100","51.0300","46.0900"
"2018/08/03","51.0000","293336.0000","51.0000","51.6400","50.3750"
"2018/08/02","51.1600","350990.0000","50.6200","51.2500","49.7300"
"2018/08/01","51.2900","213613.0000","51.1000","51.7400","50.7842"
"2018/07/31","51.0600","190904.0000","51.5200","51.6300","50.7200"
"2018/07/30","51.5200","246216.0000","53.0000","53.0100","51.4601"
"2018/07/27","53.0200","352869.0000","53.4700","53.9500","51.9400"
"2018/07/26","53.0200","397144.0000","53.4000","54.0450","52.2500"
"2018/07/25","53.8300","703365.0000","51.6000","54.0600","51.4800"
"2018/07/24","51.4800","702179.0000","50.6100","52.7200","50.5000"
"2018/07/23","50.2200","427821.0000","49.5800","50.4700","49.0100"
"2018/07/20","49.8100","642720.0000","47.4900","50.1300","47.4900"
"2018/07/19","47.4800","922854.0000","47.5500","48.7000","46.7773"
"2018/07/18","47.6500","479349.0000","46.0200","47.9100","46.0200"
"2018/07/17","45.9900","380470.0000","46.3200","46.6000","45.6300"
"2018/07/16","46.5200","419241.0000","46.7200","46.8900","46.0000"
"2018/07/13","46.5300","328461.0000","48.2200","48.2500","46.2600"
"2018/07/12","48.2400","360721.0000","48.4300","48.9800","47.8100"
"2018/07/11","47.7200","221332.0000","47.3200","48.2900","46.5500"
"2018/07/10","48.0400","355103.0000","49.0000","49.5615","47.7500"
"2018/07/09","49.2200","365711.0000","48.8100","49.7400","48.0200"
"2018/07/06","48.6000","515713.0000","47.3400","49.1900","46.1100"
"2018/07/05","47.7100","612089.0000","47.4600","48.2500","46.2000"
"2018/07/03","47.3200","1034939.0000","49.7100","49.9300","47.1300"
"2018/07/02","49.6900","766657.0000","51.7200","51.7500","49.3700"
"2018/06/29","52.1500","950961.0000","53.3000","53.4000","51.1600"
"2018/06/28","52.6800","484042.0000","53.6150","53.7400","52.1150"
"2018/06/27","53.8600","517993.0000","55.3300","55.8800","53.3335"
"2018/06/26","55.4300","272763.0000","54.9100","56.4200","54.7900"
"2018/06/25","54.8000","529590.0000","55.7000","55.7000","53.9800"
"2018/06/22","55.7000","540888.0000","55.8000","56.7800","54.2500"
"2018/06/21","55.8700","358561.0000","57.4600","57.4600","55.4800"
"2018/06/20","57.6600","525289.0000","57.9200","58.3650","57.2400"
"2018/06/19","57.7600","838047.0000","59.0500","59.9600","56.7000"
"2018/06/18","60.2500","291759.0000","60.8500","60.8500","59.6500"
"2018/06/15","61.1900","353057.0000","60.7300","61.4200","60.4400"
"2018/06/14","61.3000","196749.0000","61.4500","61.8000","61.0000"
"2018/06/13","61.7600","287189.0000","61.8800","62.0800","60.6517"
"2018/06/12","61.8000","390151.0000","61.6500","62.6338","61.1800"
"2018/06/11","61.4800","615292.0000","64.7100","65.6300","60.9000"
"2018/06/08","65.1400","622607.0000","63.7900","65.4700","63.3263"
"2018/06/07","64.6300","956967.0000","65.2700","65.3800","62.1400"
"2018/06/06","65.6000","742815.0000","63.0800","65.8100","63.0800"
"2018/06/05","62.4600","255973.0000","62.5600","62.7800","61.8000"
"2018/06/04","62.9200","584453.0000","63.0000","64.5500","61.8000"
"2018/06/01","62.5900","639057.0000","59.9700","63.2200","59.8100"
"2018/05/31","59.8800","3680576.0000","61.5400","63.0300","58.8600"
"2018/05/30","61.1800","1374510.0000","61.6100","67.0000","59.2700"
"2018/05/29","62.3900","516466.0000","65.2400","65.2600","61.2300"
"2018/05/25","65.0900","623800.0000","62.9000","66.1600","62.6200"
"2018/05/24","62.9200","539052.0000","63.7000","63.8000","61.7800"
"2018/05/23","63.5700","804604.0000","62.4700","63.9900","62.4600"
"2018/05/22","63.3100","585083.0000","66.6500","67.4400","62.9600"
"2018/05/21","67.2500","638053.0000","68.1200","69.5600","66.7601"
"2018/05/18","67.6100","429530.0000","66.5500","68.0700","66.2100"
"2018/05/17","67.0900","605736.0000","66.7800","67.4200","65.7900"
"2018/05/16","66.4800","352328.0000","65.4000","67.1100","63.6100"
"2018/05/15","64.7800","591616.0000","60.6400","65.2300","60.0950"
"2018/05/14","60.5800","138255.0000","59.2100","61.0000","59.2100"
"2018/05/11","59.2000","697666.0000","60.6000","60.9400","58.0900"
"2018/05/10","60.2600","196858.0000","58.7400","60.3900","58.7400"
"2018/05/09","58.6700","497536.0000","57.1500","58.9206","57.0000"
"2018/05/08","56.6000","268517.0000","57.6300","57.9300","56.2200"
"2018/05/07","57.6500","501932.0000","54.7000","58.7500","54.6800"
"2018/05/04","54.5000","595935.0000","53.1200","54.8000","52.0100"
"2018/05/03","53.4700","213225.0000","52.4900","53.8700","51.0900"
"2018/05/02","52.6200","164699.0000","52.2000","52.8600","51.6400"
"2018/05/01","51.8400","84676.0000","51.4600","52.1000","51.2500"
"2018/04/30","51.6700","170408.0000","51.3400","52.9200","51.2500"
"2018/04/27","50.9700","369338.0000","50.4200","51.4100","50.2900"
"2018/04/26","50.1000","123390.0000","50.0600","50.7300","49.5200"
"2018/04/25","49.3700","417962.0000","50.5800","50.5800","49.0300"
"2018/04/24","50.7100","684521.0000","49.8900","51.6000","49.8000"
"2018/04/23","49.4400","136671.0000","49.0000","49.6500","48.9900"
"2018/04/20","48.8700","333578.0000","47.6900","49.3300","47.3300"
"2018/04/19","47.9100","394022.0000","49.0000","50.2200","47.6700"
"2018/04/18","49.0000","487183.0000","49.8100","49.9700","48.4600"
"2018/04/17","49.9000","516467.0000","48.3800","51.5500","48.3800"
"2018/04/16","48.3900","582227.0000","50.1100","50.1100","47.2302"
"2018/04/13","49.9900","560405.0000","49.6900","50.2400","49.0200"
"2018/04/12","49.5100","553253.0000","51.7200","52.4700","49.3600"
"2018/04/11","51.0500","246815.0000","50.2000","51.8500","49.8400"
"2018/04/10","50.7300","419536.0000","49.8700","52.1800","49.1400"
"2018/04/09","48.5800","212101.0000","48.4500","49.8400","48.1300"
"2018/04/06","47.7800","79516.0000","47.6600","48.4000","47.4500"
"2018/04/05","48.2900","193664.0000","49.0100","49.6500","48.1000"
"2018/04/04","48.4100","258653.0000","46.4500","49.0000","46.4500"
"2018/04/03","47.3600","170505.0000","47.4500","47.7700","46.6500"
"2018/04/02","46.8400","55897.0000","46.9600","48.0200","46.1100"
"2018/03/29","47.2100","249961.0000","46.1200","47.9200","45.1250"
"2018/03/28","45.6300","274131.0000","49.1800","49.4700","45.2050"
"2018/03/27","49.1000","268287.0000","49.6100","51.3900","48.9000"
"2018/03/26","49.3800","165746.0000","48.4500","49.6600","47.7100"
"2018/03/23","47.3200","190129.0000","49.3000","49.3000","46.8600"
"2018/03/22","49.3800","250084.0000","49.6700","50.8500","49.1300"
"2018/03/21","50.5200","263181.0000","49.5000","51.0500","49.0500"
"2018/03/20","49.7000","395115.0000","46.2000","49.7300","46.1500"
"2018/03/19","46.1700","222836.0000","47.2100","47.2100","45.0100"
"2018/03/16","47.3800","285113.0000","46.8600","47.8500","45.2500"
"2018/03/15","46.8400","323620.0000","49.3000","49.6200","46.4300"
"2018/03/14","49.0400","621589.0000","49.0900","50.0700","48.4200"
"2018/03/13","48.4600","323801.0000","50.3400","50.3800","47.9500"
"2018/03/12","50.6300","219189.0000","50.5600","50.8800","49.7300"
"2018/03/09","50.3500","179675.0000","49.8300","50.7700","49.7600"
"2018/03/08","49.6000","618827.0000","46.2410","50.0000","46.2410"
"2018/03/07","46.2000","297403.0000","46.7000","47.4800","44.0400"
"2018/03/06","43.9800","134429.0000","43.0000","44.4400","42.6300"
"2018/03/05","42.5900","642454.0000","42.0000","44.1900","41.0600"
"2018/03/02","42.6800","691769.0000","44.0900","44.4100","40.8800"
"2018/03/01","44.7700","254717.0000","46.6300","46.7900","43.4100"
"2018/02/28","46.4400","197026.0000","47.2400","47.4100","45.5000"
"2018/02/27","46.8300","129546.0000","45.9300","47.1400","45.9300"
"2018/02/26","46.1300","333246.0000","49.4900","49.9900","45.8800"
"2018/02/23","49.1300","159931.0000","47.3900","49.2400","47.3900"
"2018/02/22","46.8000","155765.0000","48.7000","49.2700","46.5400"
"2018/02/21","48.7400","181855.0000","48.6600","49.6900","48.6300"
"2018/02/20","48.6100","212476.0000","47.3600","49.2400","47.1310"
"2018/02/16","47.6900","84025.0000","48.1900","48.3900","47.3500"
"2018/02/15","48.0400","57827.0000","49.0700","49.0700","47.8800"
"2018/02/14","48.6700","170329.0000","46.2300","48.6800","46.0000"
"2018/02/13","45.8600","91716.0000","44.7900","46.1200","44.4500"
"2018/02/12","45.1600","168689.0000","43.3400","45.7100","43.3400"
"2018/02/09","43.1400","518998.0000","42.4500","43.4500","40.3700"
"2018/02/08","41.7600","335067.0000","44.4400","45.3000","41.7300"
"2018/02/07","44.6700","113845.0000","44.3500","45.7700","44.3500"
"2018/02/06","45.3100","277593.0000","43.7000","45.9800","42.0200"
"2018/02/05","45.0100","334925.0000","46.8100","46.8100","44.6001"
"2018/02/02","47.0200","278338.0000","49.0200","49.0200","46.5900"
"2018/02/01","49.0000","221993.0000","49.2700","50.5300","48.8000"
"2018/01/31","49.4100","265505.0000","50.8000","51.4000","48.6900"
"2018/01/30","50.2700","347692.0000","51.9700","52.3100","49.5100"
"2018/01/29","52.5400","129462.0000","54.8100","54.8100","52.1300"
"2018/01/26","55.0300","183749.0000","52.8000","55.5000","52.6600"
"2018/01/25","52.2700","173026.0000","52.0900","52.8250","51.9900"
"2018/01/24","51.9900","486360.0000","52.1000","52.4400","50.2110"
"2018/01/23","51.6700","50740.0000","51.9800","51.9800","51.3500"
"2018/01/22","51.7600","249240.0000","51.0800","52.2500","51.0000"
"2018/01/19","50.8500","141781.0000","50.5800","50.9500","50.5000"
"2018/01/18","50.5000","132999.0000","50.0400","50.9100","49.9500"
"2018/01/17","50.1200","140989.0000","50.7000","50.7000","49.9100"
"2018/01/16","50.2500","311469.0000","51.0900","52.4250","50.0700"
"2018/01/12","51.3000","185139.0000","52.1000","52.6700","50.9800"
"2018/01/11","52.0800","256837.0000","50.7100","52.8200","50.7100"
"2018/01/10","50.5600","198253.0000","49.2510","51.6400","49.0000"
"2018/01/09","49.4700","171609.0000","48.5700","49.8400","48.5000"
"2018/01/08","48.9100","334500.0000","45.9600","49.0000","45.8100"
"2018/01/05","45.5700","121573.0000","45.7000","46.5550","45.1500"
"2018/01/04","45.0500","180686.0000","45.4100","46.2000","45.0000"
"2018/01/03","45.6500","344933.0000","47.5000","47.7200","44.8600"
"2018/01/02","47.3400","334937.0000","46.9800","47.7500","46.0000"
"2017/12/29","46.2800","238993.0000","45.8500","47.1250","45.8500"
"2017/12/28","45.8500","109712.0000","45.9600","46.4900","45.3000"
"2017/12/27","45.9000","272376.0000","45.2100","45.9900","45.2100"
"2017/12/26","45.2000","154386.0000","45.3900","45.5000","44.1400"
"2017/12/22","45.3300","250650.0000","45.2600","45.4300","44.0000"
"2017/12/21","45.1300","214437.0000","44.5200","45.3100","44.1800"
"2017/12/20","43.8500","212406.0000","44.9100","45.2600","43.2300"
"2017/12/19","44.8300","176986.0000","44.9900","45.4000","44.2010"
"2017/12/18","45.0900","669353.0000","43.8900","45.2400","43.6900"
"2017/12/15","43.7500","372600.0000","43.3000","43.8800","43.0712"
"2017/12/14","43.4000","135285.0000","43.0500","43.7800","42.4200"
"2017/12/13","43.1900","136812.0000","42.9500","43.6000","42.3500"
"2017/12/12","42.6600","85821.0000","43.2600","43.4850","42.5200"
"2017/12/11","43.6900","295154.0000","43.0000","44.0800","42.9700"
"2017/12/08","43.1800","485932.0000","44.5000","44.5000","42.5200"
"2017/12/07","44.3100","868635.0000","42.2800","44.7850","42.1100"
"2017/12/06","42.7600","779874.0000","40.2700","42.7700","40.0400"
"2017/12/05","40.5300","546603.0000","40.0000","40.8050","40.0000"
"2017/12/04","39.8500","120244.0000","40.5500","40.5500","39.5500"
"2017/12/01","40.4000","198754.0000","39.7900","40.7417","39.6500"
"2017/11/30","40.4000","913313.0000","43.4100","43.5750","39.2900"
"2017/11/29","43.7100","363433.0000","42.8700","44.4800","42.6600"
"2017/11/28","42.5300","767474.0000","46.4300","46.4300","41.5001"
"2017/11/27","47.1900","241898.0000","47.6300","47.6300","45.4700"
"2017/11/24","48.0900","143848.0000","47.3100","48.3000","45.2500"
"2017/11/22","47.0400","284440.0000","45.9900","47.3100","44.7100"
"2017/11/21","44.9900","810120.0000","43.3800","47.9000","40.8800"
"2017/11/20","44.1900","379866.0000","44.3200","45.6400","43.3800"
"2017/11/17","43.4800","450480.0000","43.5900","43.6100","41.1800"
"2017/11/16","43.4500","548458.0000","39.9200","44.7900","39.8800"
"2017/11/15","39.7700","96456.0000","39.1300","39.9400","39.1000"
"2017/11/14","39.4600","54359.0000","38.8100","39.4900","38.8100"
"2017/11/13","38.7800","102124.0000","39.3500","40.4400","38.3300"
"2017/11/10","39.4700","55047.0000","39.8400","39.8400","39.2238"
"2017/11/09","39.6900","112046.0000","40.0100","40.0100","39.1450"
"2017/11/08","39.9800","140945.0000","40.1900","40.1900","39.3400"
"2017/11/07","40.0400","120842.0000","40.6200","40.6200","39.9600"
"2017/11/06","40.1000","114719.0000","39.2200","40.1300","39.2200"
"2017/11/03","39.5700","63465.0000","39.4400","39.7450","39.1650"
"2017/11/02","39.4400","61351.0000","39.3800","39.9700","39.3200"
"2017/11/01","39.4700","191512.0000","39.5900","40.1000","39.3300"
"2017/10/31","39.2200","105394.0000","39.5000","39.6700","39.0400"
"2017/10/30","39.4400","201764.0000","38.8400","39.5800","38.8400"
"2017/10/27","38.7900","169188.0000","38.8800","38.9300","38.1400"
"2017/10/26","38.7300","103332.0000","38.1400","38.8200","38.1000"
"2017/10/25","37.6400","263640.0000","38.0700","38.1300","36.8100"
"2017/10/24","38.0600","251361.0000","37.9100","38.6700","37.8000"
"2017/10/23","38.1700","282902.0000","39.2900","39.4350","38.0300"
"2017/10/20","39.1400","328896.0000","40.0000","40.0000","39.0000"
"2017/10/19","40.0100","220721.0000","39.7400","40.0100","39.2000"
"2017/10/18","40.2000","429210.0000","39.5500","40.3790","39.5300"
"2017/10/17","39.4800","401005.0000","40.0500","40.2399","38.9600"
"2017/10/16","40.1500","280843.0000","40.1700","40.6200","40.1100"
